NomCommune	Surface	Code insee	Pop 90	Pop 99	lon	lat	x mètres	y mètres	pixel x	pixel y
Rouilly	776.7	77391	433	428	3.2893638755	48.5910015838	132441.042298953	49980.8926736601	662.2052114948	249.9044633683
Angervilliers	908.4	91017	1197	1381	2.0584235539	48.5910109965	41663.7118596911	50356.8415570799	208.3185592985	251.7842077854
Saintry-sur-Seine	331.4	91577	4929	4998	2.4941490457	48.5922361822	73796.9476907591	50198.5317226993	368.9847384538	250.9926586135
Vieux-Champagne	897.7	77496	191	190	3.1376676077	48.5874132157	121254.527260807	49551.7257268894	606.272636304	247.7586286344
Grandpuits-Bailly-Carrois	2450.7	77211	916	953	2.9768090069	48.5820294511	109390.589714504	48944.6177174794	546.9529485725	244.7230885874
Fouju	781.8	77195	551	523	2.7652427843	48.5872370471	93787.138394656	49549.0277219899	468.9356919733	247.74513861
Arpajon	238.1	91021	8713	9053	2.2438182303	48.5908285651	55335.155782336	50189.5802329695	276.6757789117	250.9479011648
Longvilliers	1408.6	78349	375	442	1.9989737696	48.5740162999	37255.8084472411	48521.6405855296	186.2790422362	242.6082029276
Nangis	2411.4	77327	7013	7479	3.0083971703	48.5546056098	111720.867784832	45895.7564846892	558.6043389242	229.4787824234
Saint-Arnoult-en-Yvelines	1274.5	78537	5811	5671	1.934717402	48.5726115339	32513.810700624	48427.5105233798	162.5690535031	242.1375526169
Orphin	1668.8	78470	820	928	1.7836430767	48.5763326654	21376.049873983	49002.15022418	106.8802493699	245.0107511209
Châteaubleau	336.3	77098	213	263	3.1079208147	48.5829871055	119061.294127392	49056.2676021494	595.306470637	245.2813380107
Saint-Méry	994.7	77426	302	366	2.838191168	48.5701446847	99163.3907635041	47635.3884656392	495.8169538175	238.1769423282
Nandy	863	77326	5429	6159	2.5476082466	48.5818008095	77732.6296705371	49014.5364679201	388.6631483527	245.0726823396
Bombon	1500.8	77044	853	905	2.867091698	48.5679532526	101295.173673798	47387.7933200393	506.475868369	236.9389666002
Saint-Brice	1150.1	77403	730	719	3.3340554181	48.5721606969	135745.776692496	47899.4032031195	678.7288834625	239.4970160156
Villabé	467.9	91659	2995	4832	2.4512553702	48.5862370973	70629.147600622	49552.7559355693	353.1457380031	247.7637796778
Vert-Saint-Denis	1620.9	77495	7368	7493	2.6273452122	48.5714904912	83608.591807859	47837.6417198796	418.0429590393	239.1882085994
Saint-Maurice-Montcouronne	910.8	91568	1279	1360	2.1211577194	48.5798795131	46276.132224158	49066.1115312995	231.3806611208	245.3305576565
Le Val-Saint-Germain	1263	91630	1147	1438	2.0815784167	48.5677173483	43341.092986424	47747.3828316694	216.7054649321	238.7369141583
Cesson	698.1	77067	7878	7699	2.5955570945	48.5648704388	81259.6765581181	47113.2558351196	406.2983827906	235.5662791756
La Norville	456.7	91457	3822	3944	2.266163784	48.5817283387	56973.619643092	49162.4106875397	284.8680982155	245.8120534377
Leudeville	788.5	91332	966	1187	2.3278186807	48.5710274557	61511.025448102	47932.36630968	307.5551272405	239.6618315484
Echarcon	687.4	91204	564	575	2.401258089	48.5752165886	66932.434736014	48354.4485575594	334.6621736801	241.7722427878
Saint-Cyr-sous-Dourdan	1004.3	91546	846	951	2.0370307893	48.5657263864	40051.8810862261	47565.2238199301	200.2594054311	237.8261190997
Provins	1474.7	77379	11608	11667	3.2874865725	48.5629763058	132313.939397333	46864.8824403398	661.5696969867	234.3244122017
Blandy	1402	77034	667	721	2.7955261191	48.5601353382	96012.815215845	46529.9805111093	480.0640760792	232.6499025555
Morsang-sur-Seine	445.2	91435	350	380	2.5008681964	48.576299874	74281.2494011901	48423.7895874698	371.406247006	242.1189479373
Saint-Ouen-en-Brie	566.4	77428	577	704	2.9199647499	48.5656721631	105195.895477779	47128.9504580395	525.9794773889	235.6447522902
Vulaines-lès-Provins	1075	77532	51	67	3.2191492836	48.5634741771	127271.396675209	46904.0527138701	636.356983376	234.5202635694
Breuillet	675.4	91105	7321	7331	2.1648849882	48.5715705354	49491.644191185	48107.4631257895	247.4582209559	240.5373156289
Marolles-en-Hurepoix	651.1	91376	4126	4669	2.2993990834	48.5649226982	59408.403816001	47271.9673093893	297.04201908	236.3598365469
Voisenon	341.7	77528	948	1027	2.6639136744	48.5704395197	86305.912373516	47708.7010901794	431.5295618676	238.5435054509
Moisenay	871.2	77295	970	1161	2.7413416661	48.5634665859	92015.711347449	46912.0289594298	460.0785567372	234.5601447971
Maison-Rouge	1392.7	77272	599	693	3.151860196	48.5547410144	122308.253386004	45921.5526782097	611.54126693	229.607763391
Rubelles	390.8	77394	1753	1653	2.6797722103	48.5640301085	87473.00257081	46991.3263380798	437.3650128541	234.9566316904
Avrainville	933	91041	556	652	2.2444971266	48.5574838366	55349.754371817	46482.3992143394	276.7487718591	232.4119960717
Chalautre-la-Grande	1848.9	77072	570	610	3.4465040203	48.5504622133	144055.124694244	45528.2894687494	720.2756234712	227.6414473437
Le Coudray-Montceaux	1146	91179	2494	2800	2.487293012	48.5588346664	73267.243567885	46488.6823976198	366.3362178394	232.4434119881
Mennecy	1119.2	91386	11048	12779	2.437628794	48.5589479003	69602.546465477	46526.2184462696	348.0127323274	232.6310922313
Guibeville	262.9	91292	217	654	2.2717796916	48.5670696298	57372.807185475	47529.0633969	286.8640359274	237.6453169845
Saint-Yon	470.5	91581	770	811	2.1926014862	48.5610095184	51524.315738481	46912.2167667793	257.6215786924	234.5610838339
La Chapelle-Saint-Sulpice	638.3	77090	144	171	3.1793012094	48.5580702463	124332.521439435	46295.8974970793	621.6626071972	231.4794874854
Vanvillé	752.4	77481	138	184	3.1154069892	48.5551360075	119617.991448769	45960.9097838299	598.0899572438	229.8045489192
Boissy-sous-Saint-Yon	809.8	91085	3309	3566	2.2132257608	48.55037386	53034.321765379	45714.5845638793	265.1716088269	228.5729228194
Saint-Fargeau-Ponthierry	1666.4	77407	10560	11224	2.5249281474	48.5388653311	76031.042989905	44251.4434746495	380.1552149495	221.2572173732
Maincy	1029.8	77269	1641	1706	2.705570701	48.5545738685	89372.627815041	45932.7048847293	446.8631390752	229.6635244236
Prunay-en-Yvelines	2722.5	78506	762	846	1.8050206374	48.5262811379	22868.6536553	43414.6768100299	114.3432682765	217.0733840502
Seine-Port	857.7	77447	1685	1754	2.554614397	48.5517307867	78230.54474229	45668.8433687594	391.1527237115	228.3442168438
Saint-Chéron	1157.2	91540	4082	4444	2.1264473191	48.5492705238	46628.6438133321	45659.2722680094	233.1432190667	228.29636134
Fontenailles	2744	77191	773	887	2.9263006518	48.5319754602	105659.88324021	43382.5738229798	528.2994162011	216.9128691149
Vert-le-Petit	684.4	91649	2025	2422	2.3661377148	48.5524220452	64321.344598747	45840.7456403393	321.6067229937	229.2037282017
Mauchamps	320.8	91378	247	273	2.1967878925	48.5271573348	51794.935525157	43146.0679868795	258.9746776258	215.7303399344
Rampillon	2308	77383	651	607	3.072932086	48.5412429902	116484.848415675	44412.7436926495	582.4242420784	222.0637184632
Breux-Jouy	477.4	91106	1076	1259	2.1605779721	48.5549833343	49154.3095969401	46266.9844502993	245.7715479847	231.3349222515
Poigny	597.7	77368	391	408	3.2769104446	48.5450671709	131540.54359862	44871.2129284199	657.7027179931	224.3560646421
Sourdun	2333.3	77459	1114	1232	3.3627142502	48.5370361716	137877.975709902	44004.1062018694	689.3898785495	220.0205310093
Ablis	2614.8	78003	2033	2705	1.8507229035	48.5282248007	26246.0284028751	43580.6280057896	131.2301420144	217.9031400289
Dourdan	3078.1	91200	9043	9555	1.9947551901	48.5360508449	36890.893960922	44305.4522910593	184.4544698046	221.5272614553
Fontenay-le-Vicomte	686.8	91244	744	884	2.4004963067	48.5468267442	66852.278672529	45198.9532535095	334.2613933626	225.9947662675
Sainte-Colombe	812.6	77404	1555	1697	3.2601678558	48.5342951262	130308.685816124	43669.5417400897	651.5434290806	218.3477087004
La Chapelle-Gauthier	1736.6	77086	927	1269	2.8618977291	48.5310059198	100904.778881368	43281.1727641197	504.5238944068	216.4058638206
Cheptainville	722.7	91156	1361	1462	2.2744715085	48.5467085137	57550.6076807081	45263.8549451595	287.7530384035	226.3192747258
Melun	800.5	77288	35319	35695	2.6580918133	48.5446367249	85863.978645373	44842.1618085392	429.3198932269	224.2108090427
Ponthévrard	262.3	78499	420	471	1.907949747	48.550501686	30505.257075996	45996.8351665093	152.52628538	229.9841758325
Saint-Vrain	1158.2	91579	2307	2800	2.3228531015	48.5371549096	61112.408326313	44170.1478772201	305.5620416316	220.8507393861
Sivry-Courtry	2245.9	77453	809	982	2.7554109407	48.5309486868	93042.6311451411	43293.8624495193	465.2131557257	216.4693122476
Saint-Loup-de-Naud	1098.3	77418	806	855	3.2183847542	48.5371686413	127223.072577304	43979.6264165398	636.1153628865	219.8981320827
Châtillon-la-Borde	732.3	77103	201	204	2.8278621932	48.5373448299	98393.402103708	43990.7698173095	491.9670105185	219.9538490865
Le Mée-sur-Seine	557.9	77285	20933	21217	2.6302063818	48.5399401087	83803.2474046591	44329.3427719697	419.0162370233	221.6467138598
Chalautre-la-Petite	937.8	77073	544	568	3.3152961945	48.5270489708	134381.865248131	42878.8653615499	671.9093262407	214.3943268078
Sermaise	1380.9	91593	1375	1471	2.0891016098	48.5311246024	43849.1954575471	43673.3577632494	219.2459772877	218.3667888162
Sainte-Mesme	829.2	78569	814	866	1.9428354163	48.535353729	33057.202074755	44278.0196799701	165.2860103738	221.3900983999
Saint-Sulpice-de-Favières	444.7	91578	279	315	2.1794950297	48.5364846333	50528.91349066	44196.0030509392	252.6445674533	220.9800152547
Roinville	1350.9	91525	695	888	2.0533063945	48.5173777017	41188.2246377231	42176.3970977394	205.9411231886	210.8819854887
Chevannes	1032.1	91159	1147	1400	2.4399401129	48.5336572725	69753.160255166	43713.6280916398	348.7658012758	218.5681404582
Boissise-la-Bertrand	780.7	77039	788	889	2.5897022115	48.5340870985	80809.901353733	43693.4722155295	404.0495067687	218.4673610776
Sognolles-en-Montois	1020.3	77454	253	345	3.1525906638	48.5191222248	122369.812531391	41962.10808862	611.849062657	209.8105404431
Ballancourt-sur-Essonne	1146.3	91045	6174	6273	2.3874500478	48.5218036548	65867.7852531071	42424.7462602193	329.3389262655	212.1237313011
Saint-Martin-de-Bréthencourt	1665.6	78564	504	588	1.9153641981	48.5147502223	30997.837172018	42015.3770281794	154.9891858601	210.0768851409
Lardy	768.8	91330	3658	4375	2.2700992404	48.5269324786	57207.5830312851	43068.5240529301	286.0379151564	215.3426202647
Auvernaux	646.9	91037	249	257	2.4882703928	48.5290269003	73317.891759841	43174.6909800097	366.5894587992	215.8734549
Vaux-le-Pénil	1180.1	77487	8143	10688	2.6970907716	48.5245105323	88734.001739574	42593.1045836294	443.6700086979	212.9655229181
Torfou	353.8	91619	214	248	2.2343324577	48.5323601652	54572.6073293911	43696.8696005698	272.863036647	218.4843480028
Lizines	583.4	77256	139	155	3.1663584077	48.5277216383	123384.529354502	42920.1012230497	616.9226467725	214.6005061152
Souzy-la-Briche	737.5	91602	361	432	2.1541771513	48.5268250799	48648.436682245	43141.9878145996	243.2421834112	215.709939073
Fontains	1438.9	77190	223	247	3.0072208902	48.5216230901	111634.394829502	42229.2489907593	558.1719741475	211.1462449538
Boissise-le-Roi	708.6	77040	3126	3653	2.5691411348	48.5126222203	79278.923197984	41315.4797173198	396.3946159899	206.5773985866
Itteville	1226.9	91315	4685	5354	2.3445956277	48.5146098052	62696.659340651	41650.4905557092	313.4832967033	208.2524527785
Dammarie-les-Lys	1025.6	77152	21148	20659	2.6276590159	48.5142100808	83601.716714634	41470.0071502794	418.0085835732	207.3500357514
Jutigny	460.9	77242	504	528	3.2266398027	48.4942258134	127846.188175813	39207.7128241295	639.2309408791	196.0385641206
Melz-sur-Seine	1845.2	77289	278	339	3.3968855299	48.5043344576	140418.868013808	40381.0530279893	702.094340069	201.9052651399
Chamarande	577.3	91132	901	1016	2.2179124534	48.5165991566	53343.019144912	41956.78444253	266.7150957246	209.7839222127
La Chapelle-Rablais	1540.8	77089	755	779	2.9607909413	48.5061677284	108204.90420357	40511.8828834398	541.0245210179	202.5594144172
Boissettes	155.3	77038	455	427	2.6149612849	48.5242067482	82669.34484339	42585.7533522295	413.346724217	212.9287667611
Meigneux	778.5	77286	150	174	3.0974071396	48.5138169513	118295.302128257	41365.9072758295	591.4765106413	206.8295363791
Pringy	411.9	77378	2253	2316	2.5506862257	48.5175983425	77919.048161765	41876.2275081296	389.5952408088	209.3811375406
Longueville	563.6	77260	1488	1692	3.2386420345	48.5148448201	128726.029660375	41502.3638902996	643.6301483019	207.5118194515
Villeconin	1462.6	91662	528	637	2.1279197852	48.5020621711	46679.357262547	40410.5307010496	233.3967863127	202.0526535052
Savins	658.7	77446	495	508	3.205500713	48.5116749779	126279.306369422	41143.1131549301	631.3965318471	205.7155657747
Soisy-Bouy	1171.1	77456	688	748	3.3007007273	48.5084144902	133312.065414157	40803.2100077393	666.5603270708	204.0160500387
Champcueil	1649.1	91135	2586	2528	2.4484903032	48.5067962953	70363.536790087	40723.3022523699	351.8176839504	203.6165112619
La Rochette	585.9	77389	2861	2759	2.6585732008	48.5066270959	85881.241213185	40616.7525309492	429.4062060659	203.0837626547
Corbreuse	1584.8	91175	1369	1486	1.9613722018	48.494779016	34366.253813218	39749.8476069793	171.8312690661	198.7492380349
Villeneuve-les-Bordes	2076.2	77509	509	579	3.0315114424	48.4946400575	113429.337051213	39230.1942115594	567.1466852561	196.1509710578
Le Châtelet-en-Brie	2270.1	77100	3980	4532	2.80272823	48.5013864204	96527.9498734421	39997.8687598696	482.6397493672	199.9893437993
Cessoy-en-Montois	528.7	77068	171	190	3.1396698326	48.5071186216	121417.985087859	40625.9913836299	607.0899254393	203.1299569182
Bouray-sur-Juine	723.3	91095	1706	1867	2.2963825775	48.511926761	59133.3461254541	41382.8898795797	295.6667306273	206.9144493979
Chauffour-lès-Etréchy	483.1	91148	70	119	2.168612529	48.5074486136	49691.57867222	40976.8402601499	248.4578933611	204.8842013008
Bray-sur-Seine	213.4	77051	2238	2278	3.2442335748	48.4145337603	129173.479143465	30353.2537308596	645.8673957173	151.7662686543
Janville-sur-Juine	1063.1	91318	1714	1788	2.2533183908	48.5008866088	55941.1959544971	40184.9073997792	279.7059797725	200.9245369989
Nainville-les-Roches	604	91441	418	457	2.4954940227	48.5048004445	73834.0306698791	40478.2275132798	369.1701533494	202.3911375664
Les Granges-le-Roi	1281.6	91284	846	873	2.011005445	48.4983587496	38037.997198845	40100.6633720901	190.1899859942	200.5033168605
Etréchy	1426.8	91226	5950	6104	2.1791311926	48.4919504119	50450.5914502491	39246.0009836396	252.2529572512	196.2300049182
Livry-sur-Seine	536.3	77255	1847	1880	2.6868478113	48.5056568121	87969.342032196	40500.2378682895	439.846710161	202.5011893414
Boinville-le-Gaillard	1266.3	78071	503	496	1.8710898002	48.4963052868	27698.957072264	40011.0407529492	138.4947853613	200.0552037647
Les Ecrennes	1854.2	77165	557	638	2.8748198297	48.4963046631	101852.729092161	39422.09995999	509.2636454608	197.1104998
Gurcy-le-Châtel	1275.4	77223	352	384	3.0810594565	48.4839641349	117091.328844134	38046.0621700501	585.4566442207	190.2303108503
Villiers-en-Bière	1065.8	77518	158	196	2.5994385752	48.495807856	81507.1207256351	39434.6060664598	407.5356036282	197.1730303323
Hermé	1594.3	77227	450	525	3.3461520358	48.4861576922	136680.097721448	38342.8898817897	683.4004886072	191.7144494089
Saint-Sauveur-sur-Ecole	737.4	77435	968	1048	2.5338143766	48.4997922986	76661.37938186	39904.1241317298	383.3068969093	199.5206206586
Boissy-le-Sec	1933.2	91081	502	624	2.0915172143	48.484951491	43968.480792986	38538.9356001597	219.8424039649	192.6946780008
Chalmaison	1005.6	77076	616	653	3.2568049111	48.4903418378	130076.299481761	38782.7915999992	650.3814974088	193.913958
Baulne	821.3	91047	1207	1380	2.3799935095	48.4949751834	65293.7563195641	39446.8214548994	326.4687815978	197.2341072745
Donnemarie-Dontilly	1208.1	77159	2295	2628	3.1176495171	48.4786195611	119796.158955655	37455.3627017895	598.9807947783	187.2768135089
Chartrettes	1006.4	77096	2114	2391	2.7133742575	48.494597569	89924.31742053	39263.4415387297	449.6215871027	196.3172076936
Mons-en-Montois	627.9	77298	326	390	3.1395826598	48.4911148842	121414.690761311	38846.9837863995	607.0734538066	194.234918932
Thénisy	539.3	77461	215	239	3.1783000548	48.4924974107	124275.101883258	39006.4245388694	621.3755094163	195.0321226943
Gouaix	1411.7	77208	1085	1393	3.2965139391	48.4762634184	133016.23534011	37228.1243016198	665.0811767006	186.1406215081
Féricy	935.1	77179	475	506	2.8034608426	48.4654362852	96572.123978626	36001.5254801093	482.8606198931	180.0076274005
Auvers-Saint-Georges	1270.5	91038	992	1059	2.2257800018	48.476703258	53880.545855811	37516.3934930693	269.4027292791	187.5819674653
Cerny	1721.3	91129	2774	3066	2.3107966839	48.4859308239	60172.694701693	38483.8645165395	300.8634735085	192.4193225827
Mondeville	676.9	91412	581	688	2.4196547385	48.4909881849	68220.701080978	38981.3627118794	341.1035054049	194.9068135594
Fontaine-le-Port	787.2	77188	776	836	2.7666388874	48.4842826066	93856.2812009751	38103.8712012293	469.2814060049	190.5193560061
Ville-Saint-Jacques	1068.8	77516	580	673	2.8986181665	48.3447541583	103589.344547653	22574.0355344601	517.9467227383	112.8701776723
Fontainebleau	17245.1	77186	15714	15942	2.6803590688	48.4065984775	87445.463378642	29491.1466196394	437.2273168932	147.4557330982
Barbizon	533.9	77022	1407	1490	2.6006298758	48.4485820446	81568.584149936	34184.6472918801	407.8429207497	170.9232364594
Echouboulains	2092.2	77164	503	516	2.9303208504	48.4636241103	105949.992896071	35784.2781377696	529.7499644804	178.9213906888
Orsonville	978.4	78472	255	240	1.8264432771	48.4782459156	24370.9419189871	38051.8641016399	121.8547095949	190.2593205082
Soisy-sur-Ecole	1156.2	91599	1311	1321	2.4818091445	48.4785793565	72804.034666626	37570.07887593	364.0201733331	187.8503943797
Allainville	1625.7	78009	273	293	1.902395178	48.4673843277	29966.9146980491	36763.89140586	149.8345734902	183.8194570293
Perthes	1226.3	77359	1707	1896	2.5504913573	48.4798443669	77880.766296693	37679.5911970297	389.4038314835	188.3979559851
Laval-en-Brie	2024.2	77245	338	379	2.9760294114	48.455228649	109328.807494596	34849.05147806	546.644037473	174.2452573903
La Forêt-le-Roi	798.9	91247	338	357	2.0468742834	48.4757147137	40657.337414264	37551.1390274493	203.2866870713	187.7556951372
La Ferté-Alais	455.2	91232	3211	3556	2.3670510922	48.4812070184	64325.295153651	37923.9808781296	321.6264757683	189.6199043906
Coutençon	631.9	77140	210	229	2.9972974078	48.4732105504	110901.407219687	36847.6259462601	554.5070360984	184.2381297313
Chailly-en-Bière	1314.6	77069	2029	2129	2.6116857716	48.4700957171	82397.897960745	36571.9577902192	411.9894898037	182.8597889511
Neuilly-en-Vexin	300.7	95447	183	210	1.9797935651	49.1739663786	36702.884713472	115247.00540277	183.5144235674	576.2350270139
Bois-le-Roi	696.5	77037	4744	5292	2.7015297401	48.4758384758	89041.327719162	37181.4329971196	445.2066385958	185.9071649856
Saint-Germain-sur-Ecole	251.6	77412	329	328	2.5099408485	48.4740079998	74879.939906957	37048.6653808998	374.3996995348	185.2433269045
Les Ormes-sur-Voulzie	1227.8	77347	737	823	3.2248327452	48.4597905433	127723.575206578	35379.5376767097	638.6178760329	176.8976883835
Samois-sur-Seine	632.1	77441	1916	2236	2.7522436443	48.4563085914	92782.750401554	34997.5647732392	463.9137520078	174.9878238662
Pamfou	1043.8	77354	610	836	2.8643828017	48.4689759544	101076.414256013	36385.5176428901	505.3820712801	181.9275882145
Sigy	478	77452	62	70	3.1632907089	48.4736959074	123170.4400394	36914.0537983598	615.852200197	184.5702689918
Orveau	427.8	91473	136	183	2.2960178866	48.4491194213	59044.1680418641	34401.7526517492	295.2208402093	172.0087632587
Montigny-Lencoup	2085.2	77311	1194	1225	3.0520880211	48.4544159013	114952.553430391	34759.7096482897	574.762767152	173.7985482414
Villiers-sur-Seine	1139.5	77522	278	316	3.3834372122	48.4563867789	139451.337948531	35046.3510752292	697.2566897427	175.2317553761
Boissy-le-Cutté	463.6	91080	1039	1200	2.2841086163	48.4705862798	58185.177043537	36795.7867044099	290.9258852177	183.9789335221
Machault	1628.4	77266	538	634	2.8406916208	48.4463471343	99320.1021620671	33873.4217104092	496.6005108103	169.367108552
Paray-Douaville	1023.6	78478	131	162	1.8627118749	48.4603634244	27022.509356519	36025.0517275697	135.1125467826	180.1252586378
Chatignonville	516.1	91145	86	89	1.9328688312	48.4697325962	32222.8962430541	36994.0211415393	161.1144812153	184.9701057077
Villeneuve-sur-Auvers	711.2	91671	496	601	2.2538436694	48.4676761418	55945.11490954	36493.0240059095	279.7255745477	182.4651200295
Richarville	1062.3	91519	370	400	1.9991604058	48.4680645481	37120.295612443	36744.4536038795	185.6014780622	183.7222680194
Videlles	876.9	91654	551	560	2.4219172683	48.4681199136	68369.261557712	36438.1728858994	341.8463077886	182.1908644295
Brières-les-Scellés	864	91109	868	843	2.1434252203	48.4639870042	47778.80845753	36165.8038497195	238.8940422877	180.8290192486
Everly	877.8	77174	583	569	3.2640797227	48.4600669014	130625.083143364	35419.2399363192	653.1254157168	177.0961996816
Morigny-Champigny	3104.9	91433	3656	3922	2.2084458317	48.4403007298	52558.901632954	33482.8684503492	262.7945081648	167.4143422517
Guigneville-sur-Essonne	922.6	91293	757	746	2.3715828873	48.4641909196	64645.1413162841	36029.8704152098	323.2257065814	180.149352076
Luisetaines	505.9	77263	197	208	3.1853213487	48.4610027007	124802.095116046	35506.6917236596	624.0104755802	177.5334586183
D'Huison-Longueville	991.7	91198	1168	1232	2.3270297428	48.4556403608	61343.506345344	35106.5824740799	306.7175317267	175.5329123704
Valence-en-Brie	1101.7	77480	549	653	2.8926735964	48.4466798457	103164.284643068	33903.9145505	515.8214232153	169.5195727525
Dannemois	845.8	91195	557	679	2.4658252026	48.4596209097	71608.495648643	35470.5996143892	358.0424782432	177.3529980719
Authon-la-Plaine	1052.3	91035	290	305	1.9564947602	48.4532297994	33944.890514027	35136.4206200093	169.7244525701	175.6821031
Noyen-sur-Seine	1227	77341	271	318	3.3428462264	48.4519957842	136452.304044232	34544.46121307	682.2615202212	172.7223060654
Cély	615.5	77065	960	1010	2.5267307638	48.4599656139	76111.5445463681	35480.1905390192	380.5577227318	177.4009526951
Fleury-en-Bière	1399.2	77185	456	546	2.5399179043	48.4449108889	77076.7312489641	33801.0124680093	385.3836562448	169.00506234
Vimpelles	1132.5	77524	332	438	3.1667195082	48.4433152572	123431.002070937	33537.5402456596	617.1550103547	167.6877012283
Egligny	1660.2	77167	237	275	3.1240879753	48.4403600646	120278.681898535	33203.24600932	601.3934094927	166.0162300466
Boutervilliers	700.8	91098	282	293	2.0523720854	48.4553210406	41036.445859269	35279.4806000199	205.1822292963	176.3974030001
Bouville	2091.5	91100	533	538	2.2788480158	48.432629382	57757.8114294381	32580.3126534298	288.7890571472	162.9015632671
Héricy	1074.6	77226	2216	2519	2.7896216886	48.4419549224	95542.120892378	33394.0404575998	477.7106044619	166.970202288
Etampes	4603.6	91223	21457	21839	2.1383985591	48.4216565106	47355.8856868041	31464.8130333899	236.779428434	157.324065167
Boutigny-sur-Essonne	1627.7	91099	2556	3002	2.395555019	48.4358546811	66393.1460741491	32866.3507574797	331.9657303707	164.3317537874
Salins	1056.4	77439	556	916	3.0199850995	48.4314054247	112579.51100229	32200.8599483194	562.8975550115	161.0042997416
Plessis-Saint-Benoist	923.3	91495	259	273	2.0027956854	48.445307605	37357.051623052	34211.6441006698	186.7852581153	171.0582205033
Saint-Sauveur-lès-Bray	645.6	77434	214	287	3.205175218	48.4372090283	126276.773952453	32865.4935509497	631.3838697623	164.3274677547
Saint-Hilaire	679.4	91556	338	379	2.0875453572	48.4408335304	43618.323861541	33638.5685897199	218.0916193077	168.1928429486
Grisy-sur-Seine	658.2	77218	137	102	3.3190542198	48.4397680819	134698.549370442	33177.9058475792	673.4927468522	165.8895292379
Courances	828.8	91180	354	352	2.4853042929	48.4385023686	73033.303819285	33113.6082554692	365.1665190964	165.5680412773
Moigny-sur-Ecole	1225.8	91408	1011	1283	2.4397532179	48.4373291101	69663.389662937	33006.1285495795	348.3169483147	165.0306427479
Jaulnes	1589.3	77236	289	319	3.2768629041	48.414456007	131587.94080642	30352.5779820196	657.9397040321	151.7628899101
Saint-Martin-en-Bière	786.4	77425	639	754	2.5743135182	48.4347713119	79614.287121437	32659.6836797995	398.0714356072	163.298418399
Vayres-sur-Essonne	837.7	91639	767	810	2.3459216838	48.4314863672	62718.054918253	32410.0597331794	313.5902745913	162.0502986659
Mouy-sur-Seine	859.7	77325	358	381	3.2465661767	48.431944246	129340.038868159	32289.0420355797	646.7001943408	161.4452101779
Monnerville	833.3	91414	375	351	2.0373647532	48.3475620145	39780.886283837	23316.0420659697	198.9044314192	116.5802103298
Chalo-Saint-Mars	2913	91130	1036	1094	2.051725871	48.4166074643	40936.991823304	30977.1176485196	204.6849591165	154.8855882426
Vulaines-sur-Seine	441.1	77533	2047	2065	2.769558475	48.4315555105	94054.9272043541	32242.2293557394	470.2746360218	161.2111467787
Châtenay-sur-Seine	1337.5	77101	838	950	3.0944990656	48.420188706	118092.977855158	30958.0606036996	590.4648892758	154.7903030185
Passy-sur-Seine	453.9	77356	31	34	3.3456487776	48.4285277886	136670.951136269	31936.7722100597	683.3547556813	159.6838610503
Saint-Escobille	1204	91547	429	492	1.9573305323	48.4223246483	33961.323014926	31700.6056000199	169.8066150746	158.5030280001
Fontaine-Fourches	1203.2	77187	471	509	3.3955459237	48.4116851313	140371.501903491	30081.9798200494	701.8575095175	150.4098991002
Mérobert	1067.3	91393	413	458	1.9969901473	48.4161378723	36886.565376778	30974.9651534492	184.4328268839	154.8748257672
Villuis	931.4	77523	185	222	3.3601291016	48.4049791483	137754.081225077	29324.0521778995	688.7704061254	146.6202608895
Villenauxe-la-Petite	2079.7	77507	271	372	3.3138461873	48.4001111475	134330.88345786	28768.3442512797	671.6544172893	143.8417212564
Courcelles-en-Bassée	1077.9	77133	202	204	3.0531134234	48.4125732921	115031.500149437	30108.7123304	575.1575007472	150.543561652
La Grande-Paroisse	2905.2	77210	2392	2491	2.8982683503	48.3917996565	103570.16212083	27803.1867300197	517.8508106042	139.0159336501
Vernou-la-Celle-sur-Seine	2248.1	77494	2260	2499	2.8544658116	48.4066794519	100330.593761498	29462.1934005693	501.6529688075	147.3109670028
Courdimanche-sur-Essonne	572.3	91184	233	251	2.3636634828	48.4179792264	64018.3132772211	30897.99789772	320.0915663861	154.4899894886
Samoreau	564.2	77442	1856	2157	2.7694014708	48.420025926	94039.5706638651	30960.6960719898	470.1978533193	154.8034803599
Milly-la-Forêt	3378.8	91405	4307	4601	2.464601659	48.4033617448	71475.636709406	29217.8327793693	357.378183547	146.0891638968
Bazoches-lès-Bray	2268.9	77025	672	768	3.1933834673	48.3978706743	125415.317855595	28490.6725166393	627.076589278	142.4533625832
Arbonne-la-Forêt	1498.5	77006	762	947	2.5615662186	48.410546321	78656.4622811091	29972.1584034394	393.2823114055	149.8607920172
Champagne-sur-Seine	731.7	77079	6092	6594	2.8080139197	48.4091372988	96893.491477343	29742.7384755993	484.4674573867	148.713692378
Balloy	1345.8	77019	298	358	3.1515377326	48.3969629938	122318.114379747	28383.0165401995	611.5905718987	141.915082701
Saint-Germain-Laval	889.3	77409	2362	2602	2.9945587906	48.4087832495	110698.492826668	29686.12646282	553.4924641333	148.4306323141
Avon	383.3	77014	13873	14030	2.7323918204	48.4130278387	91298.662823276	30191.47109868	456.4933141164	150.9573554934
Valpuiseaux	1884.9	91629	542	514	2.3031781176	48.3920695963	59517.6680982721	28055.9463578695	297.5883404914	140.2797317893
